run_id,trial_id,scenario,name,timestamp,detail
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,burst_released,2026-09-08T14:54:30.434219787Z,start_channel=closed
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,burst_finished,2026-09-08T14:54:31.502708463Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,tasks_finished,2026-09-08T14:54:31.505070032Z,tasks=1
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,derivative_verified,2026-09-08T14:54:31.531660209Z,bytes=67940 webp=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-1-CONTROL-r05,S4-AWS-1-CONTROL,health_after,2026-09-08T14:54:31.748355369Z,stable=true healthy=1
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,trial_started,2026-09-08T14:54:31.767151926Z,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,health_before,2026-09-08T14:54:32.002028875Z,stable=true healthy=2
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,tasks_prepared,2026-09-08T14:54:32.107761541Z,tasks=2
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,derivative_deleted,2026-09-08T14:54:32.129245465Z,result=success
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,cold_checked,2026-09-08T14:54:32.141564802Z,missing=true
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,burst_ready,2026-09-08T14:54:32.141840497Z,requests=100
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-2-r05,S4-AWS-2,burst_released,2026-09-08T14:54:32.141861162Z,start_channel=closed
