run_id,trial_id,scenario,task_id,timestamp,cpu_usage_nanos,memory_usage_bytes,error
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.242198426Z,135767144,9633792,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.305040066Z,189331412,16789504,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.342207167Z,227793477,18882560,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.391880405Z,236154261,18882560,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.442209788Z,274643848,39063552,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.492461838Z,322063222,79958016,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.541782536Z,372307856,79982592,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.592088143Z,422538731,79982592,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.642395441Z,472833836,79982592,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.691696778Z,523633205,106983424,
retained-ad80a58dee07,retained-ad80a58dee07-S4-AWS-4-r01,S4-AWS-4,7d2442d248464707a35dc83c0a8489f6,2026-09-08T14:54:11.742058639Z,575455796,143228928,
